Species,estuary,marine,freshwater,m_dtco,sal,fw_status,isMarine,isFreshwater,rf_pred,h2o_pred,FB_HT,Final_HT,verification,source,n,new_mht,title.x,tag,Corush_Diad,span_dtco,rf_pred_diad,h2o_pred_diad,Orig_Diad,Orig_Diad1,Final_Diad,Diad_verification,Diad_source
Cyprinion kais,0,0.28103490150281363,1.2897614252920833,-70.22568664390343,0.9162907318741552,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,150.29856544806245,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinion macrostomum,0,0.107417708691539,1.4633786181033577,-77.03769531993912,-1.019362917013968,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,187.97685302275607,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon albivelis,0,0,1.5707963267948966,-260.3822539229204,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,162.52456329312116,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon alvarezi,0,0,1.5707963267948966,-212.67939037748445,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,19.194187527200587,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon atrorus,0,0,1.5707963267948966,-234.18252420198223,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,218.01198774294932,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon bifasciatus,0,0,1.5707963267948966,-239.24546035092655,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,26.19951695463239,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon bondi,0,0,1.5707963267948966,-5.055299877438719,0,0,0,1,Fresh,Euryhaline,Euryhaline,Euryhaline,see source,@muro2022assessing,NA,NA,NA,NA,Nondiadromous,22.282931200553804,Fresh,Fresh,Nondiadromous,Euryhaline,Nondiadromous,AGREEMENT,NA
Cyprinodon bovinus,0,0,1.5707963267948966,-138.15684489164326,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,364.80039584373435,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon dearborni,0,0.5235987755982988,0.9117382909684876,-2.1084866404152756,0,1,0,1,Fresh,Euryhaline,Fresh,Euryhaline,see source,@chung1982salinity,NA,NA,NA,NA,Nondiadromous,6.529012720940436,Fresh,Fresh,Nondiadromous,Euryhaline,Nondiadromous,AGREEMENT,NA
Cyprinodon diabolis,0,0,1.5707963267948966,-334.895305847824,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,12.271512297130014,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon elegans,0,0,1.5707963267948966,-113.90603588206211,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,245.07200024257304,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon eremus,0,0,1.5707963267948966,-0.45232885473871454,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,189.98915088485253,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon eximius,0,0,1.5707963267948966,-157.36804157907346,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,312.3626229343711,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon fontinalis,0,0,1.5707963267948966,-116.23046546188434,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,87.15673566148567,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon higuey,0,0,1.5707963267948966,-0.8163103996984685,0,0,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,0,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon hubbsi,0,0,1.5707963267948966,-79.49665224127945,0,0,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,16.15278579685143,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon macrolepis,0,0,1.5707963267948966,-268.6624638023686,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,32.488622414241284,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon macularius,0.127344027134682,0.0899237936488343,1.4808725331460626,-54.89018897619671,-2.13613688535638,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,331.82939105096045,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon meeki,0,0,1.5707963267948966,-202.49616808184413,0,0,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,44.27557846048777,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon nazas,0,0,1.5707963267948966,-283.98423857452303,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,208.0992590995259,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon nichollsi,0,0,1.5707963267948966,-3.509366470912711,0,0,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,1.6885440780395415,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon pachycephalus,0,0,1.5707963267948966,-156.0383165727189,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,51.02653063815489,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon pecosensis,0,0,1.5707963267948966,-261.8169072235567,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,294.2948342957594,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon pisteri,0,0,1.5707963267948966,-114.07410300158992,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,276.2159169204781,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon radiosus,0,0,1.5707963267948966,-273.3161478766062,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,45.33189301964981,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon riverendi,0,0.5993138964172854,0.7398807743787407,0.25069009837061085,1.7635885922613588,0,0,1,Euryhaline,Euryhaline,Fresh,Euryhaline,see source,@echelle2006molecular,NA,NA,NA,NA,NA,49.11882701283203,Euryhaline,Euryhaline,Nondiadromous,Euryhaline,Nondiadromous,AGREEMENT,NA
Cyprinodon rubrofluviatilis,0,0,1.5707963267948966,-537.0708858737978,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,694.4106390264477,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinodon tularosa,0,0,1.5707963267948966,-167.8548133110384,0,0,0,1,Fresh,Fresh,Euryhaline,Euryhaline,see source,@rogowski2006parasites,NA,NA,NA,NA,NA,59.830628941208374,Fresh,Fresh,Nondiadromous,Euryhaline,Nondiadromous,AGREEMENT,NA
Cyprinodon veronicae,0,0,1.5707963267948966,-231.360131913859,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,24.776764168927098,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyprinus carpio,0.08187753490449214,0.10033534881437788,1.4548738869324054,-358.98808454339,-1.9838372009673813,1,0,1,Fresh,Fresh,Euryhaline,Fresh,see source,@lam1985effects,NA,NA,NA,NA,NA,1172.5199746302403,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cypselurus angusticeps,0,1.204609766589617,0.28103490150281363,49.64664290803089,3.449987545831587,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,1720.4711624114107,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Cypselurus callopterus,0.0817406531855711,1.2603275378771028,0.29881929344156954,36.51798729309225,3.444122426379189,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,1159.2967560570344,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Cypselurus hexazona,0.20556893116117383,1.2421642501721384,0.2928427717285755,55.70743206792128,3.4152821215438944,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,505.98579127873256,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Cypselurus poecilopterus,0.12435499454676144,1.0697033135295393,0.4441260998376853,5.655488035460976,3.215165245471665,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,749.1334543100405,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Cyrtocara moorii,0,0,1.5707963267948966,-34.00066302128735,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,38.14018947325616,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Cyttopsis cypho,0.14962890935951745,1.3583841130554524,0.21241221373944433,170.25046480462763,3.508828045854521,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,282.0559701238748,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Cyttopsis rosea,0.05646326176972319,1.4321195629268484,0.12652593448326435,68.72361635567037,3.524189995759483,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,1028.926082694369,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Cyttus australis,0.38282631562153935,1.0861552173496916,0.404707183873592,7.778262570567487,3.245926002401226,0,1,0,Marine,Euryhaline,Marine,Marine,NDFER,,NA,NA,NA,NA,Nondiadromous,885.25783505355,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Cyttus traversi,0,1.3726270097180384,0.1981693170768584,55.46608822460765,3.513848330582661,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,1130.0812114866483,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dacodraco hunteri,0,1.5707963267948966,0,78.14571774521131,3.5553480614894135,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,503.7676450715465,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dactyloptena orientalis,0.11792015202524923,0.9713136006579494,0.5345184385368925,2.7858330890509606,3.0669536312486345,1,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,774.9308472890789,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dactyloptena peterseni,0.1001674211615598,1.2170547209052252,0.3537416058896715,37.46566835842664,3.3642928247267045,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,694.992546419355,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dactylopterus volitans,0.17696693999092336,1.141096660643472,0.3598025088962579,35.47487043938847,3.363412945437676,1,1,0,Marine,Marine,Euryhaline,Marine,NDFER,,NA,NA,NA,NA,Nondiadromous,1337.449866365383,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dactylopus dactylopus,0.1644030077851508,1.202730516664552,0.3187624410740583,16.0996926049487,3.3654792990600764,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,314.59178537870696,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dactyloscopus lacteus,0,0.6276202888482684,0.6635046941632805,1.329479775380208,2.942243588603005,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,144.97622095490163,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dactyloscopus pectoralis,0.19869023972722388,0.6607339299493905,0.8702200105302983,0.04975360954830345,1.5103470097898697,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,99.73201958941789,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Daector quadrizonatus,0.24497866312686417,0.24497866312686417,1.3258176636680323,-71.57198421792415,-0.1251631429540063,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,96.30566004132378,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Dallia pectoralis,0,0.22943710250705487,1.3226042442303336,-32.21904920794732,0.14585187701256294,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,441.8435276572022,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Danaphos oculatus,0.04707947036302994,1.523716856431866,0.03328406144826535,85.99198826285028,3.552480447607812,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,2008.0436698879048,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Danio aesculapii,0,0,1.5707963267948966,-10.860837552447894,0,0,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,3.950795923973108,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Danio albolineatus,0,0.21737336457096768,1.353422962223929,-18.41363126407093,-0.2288415724288481,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,310.1098135320771,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Danio dangila,0,0,1.5707963267948966,-20.44563473916426,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,60.62492686755488,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Danio kerri,0,0,1.5707963267948966,-6.119985270402653,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,12.082891001537737,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Danio kyathit,0,0,1.5707963267948966,-53.415592483005724,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,0.0029637021150629153,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Danio margaritatus,0,0,1.5707963267948966,-127.20890818282042,0,0,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,28.7438591467424,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Danio nigrofasciatus,0,0,1.5707963267948966,-10.501057264580949,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,13.22404761110395,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Danio rerio,0,0.1448434969985597,1.4259528297963369,-22.346621063569724,-0.7351113796589783,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,460.9775791568968,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Danio roseus,0,0,1.5707963267948966,-102.1474361479954,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,241.62555013723818,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Dario dario,0,0,1.5707963267948966,-14.712761362438734,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,12.284886673374029,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Dario hysginon,0,0,1.5707963267948966,-51.60567565529799,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,55.28217467014783,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Dascyllus albisella,0.3737921748345104,1.2490457723982544,0.2611574109030243,1.1969004166584667,2.9477230543676303,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,168.23935503891573,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dascyllus aruanus,0.06472981570467183,1.031632899420744,0.37461201980266107,5.656149162651821,3.336534242168139,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,596.8731413336358,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dascyllus carneus,0,1.027096158139851,0.40455633368420424,2.79223536751472,3.2605485212687686,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,219.24017831130251,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dascyllus flavicaudus,0,0.9740531795773232,0.4436041338112267,3.316991849037703,3.241690502634372,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,37.32547056131495,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dascyllus marginatus,0,0.8791671874962544,0.6034424594703538,5.650641362679873,3.0853444322436783,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,400.1537979586645,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dascyllus melanurus,0.14717788461738407,0.9439563190167216,0.4417765588228988,2.3052925322745095,3.1547969681836783,1,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,278.55244194442855,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dascyllus reticulatus,0.15337270623268542,1.0477159742056563,0.36776728447619095,6.402114685256376,3.339112849486151,1,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,545.07234961135,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dascyllus trimaculatus,0.0887649619428389,0.988373280556426,0.43141201747103086,2.4444321361354557,3.217719086740377,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,632.4075114549948,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dasycottus setiger,0.13792723677637608,1.2518921288215736,0.27856959322434255,11.795144399709748,3.4357040770779377,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,357.06836501734836,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dasyloricaria filamentosa,0.08461636385719089,0,1.4861799629377055,-139.94930417792045,-2.26176309847379,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,399.490679605507,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Davidijordania poecilimon,0,1.3294133651320297,0.24138296166286705,27.48213653494663,3.4908095403518424,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,168.28500703011366,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dawkinsia arulius,0,0,1.5707963267948966,-55.630068375809714,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,135.06979055753536,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Dawkinsia filamentosa,0,0.5426391022496526,1.0281572245452435,-42.12426309367614,1.113001026120209,1,0,1,Fresh,Fresh,Euryhaline,Fresh,NDMER,,NA,NA,NA,NA,NA,274.52516867299266,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Dawkinsia tambraparniei,0,0,1.5707963267948966,-45.188713123580975,0,0,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,27.543771734408693,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Decapterus akaadsi,0,0.9975930176940416,0.573203309100855,10.264993645394226,3.1135153092103742,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,206.0254050591632,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Decapterus kurroides,0,1.1278852827212578,0.44291104407363896,30.4457314280929,3.316118372423579,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,523.778318646852,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Decapterus macarellus,0.08731504887980222,1.191813301214786,0.3261606744648932,17.938154683432913,3.3727594463416217,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,1560.4890435984075,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Decapterus macrosoma,0.14132905491988096,1.243791480179118,0.28558424928276877,23.764833431188787,3.3772082252921325,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,616.7340687304666,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Decapterus maruadsi,0,1.0299753060387569,0.49889021648338344,1.2554238315803476,3.0163515607567266,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,109.08885682904267,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Decapterus muroadsi,0.1519136117848033,0.9688777004268506,0.5345485654068568,0.9185873804282162,2.9512805109831572,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,1166.5158638034043,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Decapterus punctatus,0.1994888364596779,1.2689825404976842,0.2030687878025003,34.472467616795875,3.474436544030558,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,928.476234570211,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Decapterus russelli,0.12977186236539803,1.285985667258431,0.24706381835744384,56.79883346035149,3.447887412315451,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,1142.4445056879754,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Decapterus tabl,0,1.4025601681167066,0.16823615867819003,72.98854804631145,3.506077012482631,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,891.2670681773045,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Decodon melasma,0.30627736916966947,1.2426073581186003,0.32818896867629627,7.884604098404816,3.411098452644867,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,397.86289000711633,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Decodon puellaris,0,1.5707963267948966,0,76.07791292971886,3.550458076195222,1,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,253.1745147049956,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Dekeyseria picta,0,0,1.5707963267948966,-128.98688669818844,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,482.867676082896,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Dekeyseria pulchra,0,0,1.5707963267948966,-26.345736909119093,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,418.2029105062404,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Dekeyseria scaphirhyncha,0.1011878427835484,0,1.5707963267948966,-33.39904794241852,-1.059772455351847,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,707.4836659932541,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Delminichthys adspersus,0,0,1.5707963267948966,-6.046388455272437,0,0,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,17.589572802021788,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Delminichthys ghetaldii,0,0,1.5707963267948966,-12.41131846365926,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,10.47697364664996,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Delminichthys jadovensis,0,0,1.5707963267948966,-23.96257401781328,0,0,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,0,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Delminichthys krbavensis,0,0,1.5707963267948966,-8.220974959776408,0,0,0,1,Fresh,Euryhaline,Fresh,Fresh,see source,@mihinjavc2015threatened,NA,NA,NA,NA,Nondiadromous,0,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Deltentosteus collonianus,0,0.684719203002283,0.8860771237926137,-0.20602536712465552,2.6390573296152584,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,22.588596332531523,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Deltistes luxatus,0,0,1.5707963267948966,-197.3646953789709,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,235.1663551620234,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Delturus carinotus,0,0,1.5707963267948966,-139.3184063971332,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,228.72570143530717,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
